"","x"
"1877","asking"
"1878","alexa"
"1879","."
"1880","going"
"1881","-greade"
"1882","wireless"
"1883","."
"1884","love"
"1885","echo"
"1886","."
"1887","love"
"1888","alexa"
"1889","."
"1890","1"
"1891","5"
"1892","30-jul-18"
"1893","heather"
"1894","gray"
"1895","fabric"
"1896","cool"
"1897","product."
"1898","speaker"
"1899","sounds"
"1900","good"
"1901","spotify"
"1902","blasting"
"1903","."
"1904","1"
"1905","5"
"1906","30-jul-18"
"1907","charcoal"
"1908","fabric"
"1909","much"
"1910","fun"
"1911","alexa."
"1912","love"
"1913","able"
"1914","listen"
"1915","music"
"1916","i’m"
"1917","across"
"1918","room"
"1919","busy"
"1920","something"
"1921","else."
"1922","1"
"1923","5"
"1924","30-jul-18"
"1925","charcoal"
"1926","fabric"
"1927",""""
"1928","far"
"1929","seems"
"1930","nice"
"1931","item."
"1932","picks"
"1933","voice"
"1934","understands"
"1935","without"
"1936","problems."
"1937","day"
"1938","asked"
"1939","turn"
"1940","music"
"1941","next"
"1942","room"
"1943","heard"
"1944","just"
"1945","fine."
"1946","ive"
"1947","used"
"1948","listen"
"1949","music"
"1950","check"
"1951","weather,"
"1952","done"
"1953","things"
"1954","well."
"1955","1"
"1956","5"
"1957","30-jul-18"
"1958","charcoal"
"1959","fabric"
"1960","love"
"1961","echo"
"1962","1"
"1963","5"
"1964","30-jul-18"
"1965","charcoal"
"1966","fabric"
"1967","love"
"1968",","
"1969","helpful."
"1970","use"
"1971","remembering"
"1972","things"
"1973","sleep."
"1974","can"
"1975","ask"
"1976","just"
"1977","anything."
"1978","week"
"1979","still"
"1980","learning"
"1981","."
"1982","1"
"1983","4"
"1984","30-jul-18"
"1985","charcoal"
"1986","fabric"
"1987","better"
"1988","1st"
"1989","gen"
"1990","every"
"1991","way"
"1992","except"
"1993","one."
"1994","really"
"1995","miss"
"1996","ring"
"1997","top"
"1998","volume"
"1999","control."
"2000","quicker"
"2001","easier"
"2002","just"
"2003","grab"
"2004","top"
"2005","twist"
"2006","without"
"2007","look"
"2008","buttons"
"2009","find"
"2010","&#34;-&#34;"
"2011","one"
"2012","press"
"2013","times."
"2014","also"
"2015","wish"
"2016","bass"
"2017","bit"
"2018","better."
"2019",","
"2020","great"
"2021","device"
"2022","im"
"2023","happy"
"2024","."""
"2025","1"
"2026","5"
"2027","30-jul-18"
"2028","charcoal"
"2029","fabric"
"2030","love"
"2031","alexa!"
"2032","1"
"2033","5"
"2034","30-jul-18"
"2035","charcoal"
"2036","fabric"
"2037","far"
"2038","like"
"2039","����"
"2040","1"
"2041","5"
"2042","30-jul-18"
"2043","heather"
"2044","gray"
"2045","fabric"
"2046","thoroughly"
"2047","enjoying"
"2048","ecoo!"
"2049","love"
"2050","read"
"2051","audiobook"
"2052","office"
"2053","can"
"2054","simply"
"2055","open"
"2056","audiobook"
"2057","kindle"
"2058","continue"
"2059","elsewhere."
"2060","wonderful"
"2061","listening"
"2062","music"
"2063","mood"
"2064","book."
"2065","great"
"2066","setting"
"2067","reminders"
"2068","much"
"2069","."
"2070","1"
"2071","5"
"2072","30-jul-18"
"2073","charcoal"
"2074","fabric"
"2075","still"
"2076","love"
"2077","1"
"2078","5"
"2079","30-jul-18"
"2080","charcoal"
"2081","fabric"
"2082","love"
"2083","1"
"2084","5"
"2085","30-jul-18"
"2086","heather"
"2087","gray"
"2088","fabric"
"2089",""""
"2090","love"
"2091","sound"
"2092","quality"
"2093","unit,"
"2094","clear"
"2095","sound."""
"2096","1"
"2097","4"
"2098","30-jul-18"
"2099","sandstone"
"2100","fabric"
"2101","just"
"2102","listening"
"2103","talk"
"2104","radio"
"2105","morning"
"2106","turning"
"2107","lights"
"2108","etc."
"2109","system"
"2110","excellent"
"2111","job"
"2112","full"
"2113","house"
"2114","sound"
"2115","system"
"2116","streaming"
"2117","sirius."
"2118","1"
"2119","5"
"2120","30-jul-18"
"2121","charcoal"
"2122","fabric"
"2123",""""
"2124","week,"
"2125","still"
"2126","learning"
"2127","alexa"
"2128","can"
"2129","."
"2130","learning"
"2131","process."
"2132","love"
"2133","music"
"2134","can"
"2135","call"
"2136","time."
"2137","listen"
"2138","podcasts"
"2139","radio"
"2140","stations."
"2141","just"
"2142","started"
"2143","keeping"
"2144","shopping"
"2145","lists"
"2146","grocery"
"2147","lists,"
"2148","love."
"2149","don’t"
"2150","search"
"2151","paper"
"2152","pencil."
"2153","getting"
"2154","time"
"2155","temperature"
"2156","great,"
"2157","wait"
"2158","weather"
"2159","reports."
"2160","sound"
"2161","good."
"2162","fussy"
"2163","woofers,"
"2164","tweeters,"
"2165","base"
"2166",","
"2167","etc."
"2168","echo"
"2169","fine"
"2170","."
"2171","afternoon"
"2172","going"
"2173","try"
"2174","“dropping"
"2175","in”."
"2176","son"
"2177","gets"
"2178","home."
"2179","going"
"2180","surprise"
"2181","."""
"2182","1"
"2183","1"
"2184","30-jul-18"
"2185","charcoal"
"2186","fabric"
"2187","much"
"2188","features."
"2189","0"
"2190","5"
"2191","30-jul-18"
"2192","charcoal"
"2193","fabric"
"2194","""great"
"2195","sound"
"2196","quality,"
"2197","great"
"2198","features,"
"2199","great"
"2200","product."
"2201","multi"
"2202","room"
"2203","music"
"2204","cool."""
"2205","1"
"2206","5"
"2207","30-jul-18"
"2208","charcoal"
"2209","fabric"
"2210","cool"
"2211","1"
"2212","5"
"2213","30-jul-18"
"2214","charcoal"
"2215","fabric"
"2216","everyone"
"2217","echo"
"2218","two"
"2219","three"
"2220","."
"2221","bought"
"2222","echo"
"2223","qvc."
"2224","1"
"2225","3"
"2226","30-jul-18"
"2227","sandstone"
"2228","fabric"
"2229","annoying"
"2230","everything"
"2231","show"
"2232","alexa"
"2233","able"
"2234","downloaded."
"2235","spend"
"2236","much"
"2237","time"
"2238","trying"
"2239","figure"
"2240","phrase"
"2241","machine"
"2242","may"
"2243","well"
"2244","just"
"2245","look"
"2246",""
"2247",""
"2248","alexa"
"2249","since"
"2250","beginning."
"2251","accidentally"
"2252","spilled"
"2253","water"
"2254","replaced"
"2255","2nd"
"2256","generation."
"2257","decided"
"2258","couldnt"
"2259","without"
"2260","echo."
"2261","setup"
"2262","easy"
"2263","working"
"2264","within"
"2265","minutes."
"2266","1"
"2267","5"
"2268","30-jul-18"
"2269","charcoal"
"2270","fabric"
"2271",""""
"2272","like"
"2273","able"
"2274","tell"
"2275","alexia"
"2276","music"
"2277","want"
"2278","hear,"
"2279","sometimes"
"2280","trouble"
"2281","finding"
"2282","song"
"2283","specific"
"2284","title."""
"2285","1"
"2286","5"
"2287","30-jul-18"
"2288","heather"
"2289","gray"
"2290","fabric"
"2291","like"
"2292","looks"
"2293","better"
"2294","original"
"2295","echo."
"2296","moved"
"2297","old"
"2298","echo"
"2299","basement"
"2300","family"
"2301","room."
"2302","nice"
"2303","sound."
"2304","1"
"2305","5"
"2306","30-jul-18"
"2307","charcoal"
"2308","fabric"
"2309","echo"
"2310","wonderful"
"2311","im"
"2312","still"
"2313","learning"
"2314","use"
"2315","."
"2316","music"
"2317","requests"
"2318","somewhat"
"2319","limited."
"2320",""
"2321","know"
"2322","half"
"2323","things"
"2324","asked."
"2325","recognize"
"2326","sprinkler"
"2327","wifi"
"2328","controller,"
"2329","even"
"2330","though"
"2331","product"
"2332","details"
"2333","says"
"2334","compatible."
"2335","program"
"2336","change"
"2337","wifi"
"2338","thermostat"
"2339","settings"
"2340","matched"
"2341","wifi"
"2342","router."
"2343","just"
"2344","handy"
"2345","music"
"2346","player."
"2347","amazon"
"2348","music."
"2349","love"
"2350",""
"2351","awesome.understands"
"2352","kids"
"2353",""
"2354","pleasantly"
"2355","surprised"
"2356","sound"
"2357","quality"
"2358","many"
"2359","features."
"2360","nice"
"2361","easily"
"2362","hear"
"2363","particular"
"2364","artist"
"2365","hear"
"2366","books"
"2367","just"
"2368","simple"
"2369","command."
"2370","looking"
"2371","forward"
"2372","exploring"
"2373","options"
"2374","device."
"2375","met"
"2376","exceeded"
"2377","expectations."
"2378","easy"
"2379","set"
"2380","really"
"2381","quick"
"2382","responses."
"2383",""
"2384","like"
"2385","fact"
"2386","can"
"2387","get"
"2388","kind"
"2389","music"
"2390","prime"
"2391","want"
"2392","request"
"2393","alexa."
"2394","liked"
"2395","informative"
"2396","photo"
"2397","little"
"2398","pamphlet"
"2399","wish"
"2400","included"
"2401","connect"
"2402","tv"
"2403","etc."
"2404","commands"
"2405","alexa."
"2406",","
"2407","really"
"2408","love"
"2409","music."
"2410",""
"2411","found"
"2412","way"
"2413","access"
"2414","echo"
"2415","thorough"
"2416","prime"
"2417","account."
"2418","think"
"2419","part"
"2420","top"
"2421","line"
"2422","video,"
"2423","music,"
"2424","etc."
"2425","also"
"2426","think"
"2427","setup"
"2428","app"
"2429","define,"
"2430","example"
"2431","music"
"2432","like,"
"2433","well"
"2434","integrated"
"2435","echo."
"2436","tried"
"2437","ask"
"2438","playlist"
"2439","echo"
"2440","sure"
"2441","even"
"2442","though"
"2443","set"
"2444","play"
"2445","list"
"2446","settings."
"2447","also"
"2448","like"
"2449","fact"
"2450","words"
"2451","exact"
"2452","match"
"2453","playlist"
"2454","names,"
"2455","can"
"2456","never"
"2457","remember."
"2458","like"
"2459","ready"
"2460","nature"
"2461","echo"
"2462","respond"
"2463","queries."
"2464",""
"2465","great"
"2466","item"
"2467","just"
"2468","added"
"2469","audible"
"2470","books"
"2471","makes"
"2472","even"
"2473","better."
"2474","thank"
"2475","!"
"2476",""
"2477","prime"
"2478","day"
"2479","2nd"
"2480","gen"
"2481","echo"
"2482","sale"
"2483","resist!"
"2484","beginning"
"2485","smart"
"2486","home"
"2487","set"
"2488","happier"
"2489","say"
"2490","alexa"
"2491","done"
"2492","amazing"
"2493","job"
"2494","connecting"
"2495","""smart"""
"2496","devices."
"2497","thanks"
"2498",","
"2499","can"
"2500","control"
"2501","lights,"
"2502","smart"
"2503","plugs,"
"2504","tv,"
"2505","etc."
"2506","trouble"
"2507","connecting"
"2508","echo"
"2509","wifi"
"2510","phone."
"2511","app"
"2512","works"
"2513","perfectly"
"2514","fine"
"2515","add"
"2516","skills,"
"2517","routines,"
"2518","smart"
"2519","devices,"
"2520","timers,"
"2521","much"
"2522","!"
"2523","sound"
"2524","quality"
"2525","good"
"2526","enough"
"2527",","
"2528","since"
"2529","audiophile."
"2530","alexa"
"2531","can"
"2532","hear"
"2533","voice"
"2534","even"
"2535","watching"
"2536","movies"
"2537","high"
"2538","volume."
"2539","design"
"2540","great"
"2541","modern,"
"2542","will"
"2543","definitely"
"2544","add"
"2545","nice"
"2546","touch"
"2547","home"
"2548","can"
"2549","change"
"2550","covers"
"2551","like"
"2552","sale."
"2553","overall,"
"2554","great"
"2555","addition"
"2556","home"
"2557","enables"
"2558","many"
"2559","possibilities."
"2560","yet,"
"2561","sure"
"2562","add"
"2563","alexa"
"2564","home!"
"2565","versatile"
"2566","fun"
"2567","!!!"
"2568","works"
"2569","great!"
"2570","killer"
"2571","speaker!"
"2572","wife"
"2573","son"
"2574","love"
"2575","."
"2576",""
"2577","regret"
"2578","waiting"
"2579","long"
"2580","purchase"
"2581","item."
"2582","surprised"
"2583","pleased"
"2584","sound"
"2585","quality."
"2586","stopped"
"2587","working"
"2588","2"
"2589","weeks"
"2590",","
"2591","follow"
"2592","commands!?"
"2593","really"
"2594","fun"
"2595","working?"
"2596",""
"2597","far"
"2598","love"
"2599","working"
"2600","getting"
"2601","things"
"2602","set"
"2603","love"
"2604","grocery"
"2605","list"
"2606","app"
"2607",""
"2608","performs"
"2609","pretty"
"2610","much"
"2611","expected,"
"2612","disappointed"
"2613","will"
"2614","provide"
"2615","terminology"
"2616","need"
"2617","play"
"2618","various"
"2619","kinds"
"2620","music"
"2621","without"
"2622","subscribing"
"2623","amazon"
"2624","music"
"2625","service."
"2626","understand"
"2627","music"
"2628","choices"
"2629","may"
"2630","limited,"
"2631","without"
"2632","knowing"
"2633","ask,"
"2634","access"
"2635","music"
"2636","provided"
"2637","free"
"2638","along"
"2639","echo"
"2640","purchase."
"2641","chart"
"2642","showing"
"2643","language"
"2644","need"
"2645","use?"
"2646","easy"
"2647","set"
"2648","."
"2649",""
"2650","like"
"2651","product"
"2652","except"
"2653","speakers"
"2654","high"
"2655","quality"
"2656","expected"
"2657",""
"2658","great"
"2659","investment."
"2660","alexa"
"2661","helped"
"2662","made"
"2663","laugh."
"2664","yet"
"2665","another"
"2666","exho"
"2667","home"
"2668","love"
"2669","!!!"
"2670",""
"2671","love"
"2672",","
"2673","can"
"2674","plan"
"2675","gender"
"2676","music"
"2677","big"
"2678","band"
"2679","jazz,"
"2680","easy"
"2681","find"
"2682","local"
"2683","radio."
"2684","sound"
"2685","good"
"2686","can"
"2687","stop"
"2688","voice"
"2689","command"
"2690","get"
"2691","phone"
"2692","call."
"2693","good"
"2694","value"
"2695","super"
"2696","easy"
"2697","set"
"2698","loving"
"2699","new"
"2700","echo!"
"2701","whats"
"2702","like"
"2703","speaker."
"2704","just"
"2705","ask"
"2706","alexa"
"2707","best"
"2708","fathers"
"2709","day"
"2710","gift."
"2711","dad"
"2712","joked"
"2713","mom"
"2714","alexa"
"2715","will"
"2716","one"
"2717","listening"
"2718","(repeated)"
"2719","stories"
"2720","going"
"2721","forward."
"2722","1"
"2723","5"
"2724","30-jul-18"
"2725","charcoal"
"2726","fabric"
"2727","great"
"2728","addition"
"2729","breakfast"
"2730","room"
"2731","kitchen."
"2732","tunes"
"2733","information"
"2734","instantly"
"2735","available."
"2736","slowly"
"2737","learning"
"2738","features."
"2739","1"
"2740","5"
"2741","30-jul-18"
"2742","heather"
"2743","gray"
"2744","fabric"
"2745","sound"
"2746","quality"
"2747","1"
"2748","2"
"2749","30-jul-18"
"2750","heather"
"2751","gray"
"2752","fabric"
"2753","sad"
"2754","joke."
"2755","worthless."
"2756","0"
"2757","5"
"2758","30-jul-18"
"2759","oak"
"2760","finish"
"2761","entertainment"
"2762","1"
"2763","5"
"2764","30-jul-18"
"2765","heather"
"2766","gray"
"2767","fabric"
"2768","good"
"2769","quality"
"2770","1"
"2771","4"
"2772","30-jul-18"
"2773","charcoal"
"2774","fabric"
"2775","works"
"2776","great"
"2777","sounds"
"2778","great"
"2779","miss"
"2780","beat"
"2781","wish"
"2782","battery"
"2783","better"
"2784","portability"
"2785","1"
"2786","5"
"2787","30-jul-18"
"2788","charcoal"
"2789","fabric"
"2790","loved"
"2791","till"
"2792","someone"
"2793","stoled"
"2794","."
"2795","cant"
"2796","afford"
"2797","replace"
"2798","yet"
"2799","going"
"2800","."
"2801","alexa"
"2802","rocks"
"2803","got"
"2804","gift"
"2805","love"
"2806","."
"2807","never"
"2808","bought"
"2809","one"
"2810",","
"2811","now"
"2812","...."
"2813","allows"
"2814","play"
"2815","music"
"2816","amozon"
"2817","prime"
"2818","music"
"2819",";"
"2820","worth"
"2821","."
"2822","also,"
"2823","gives"
"2824","new's"
"2825","briefs"
"2826","tells"
"2827","jokes."
"2828",""
"2829",""
"2830",""
"2831","mom"
"2832","bought"
